,ticker,closemu,closesig,volmu,volsig
79,AIG,73.76099206349207,2.845487272272689,0.2332108832936508,0.03797327032440893
80,SNX,115.94559523809524,8.632181890236021,0.23167099293650795,0.040198917205731426
81,AXP,248.00174603174605,31.78544400076383,0.24206866948412697,0.042860766532779294
82,DAL,49.31075396825398,8.15509279365333,0.3493351761507937,0.05259342924898036
83,TSN,57.879920634920644,3.4619309251816968,0.23310436023809522,0.053846583308080884
84,DE,391.17944444444447,26.379688002934326,0.24137756119047618,0.05175882246079084
85,PGR,219.27353174603175,24.982098208585256,0.24358890579365078,0.030964318444229682
86,NKE,85.51718253968255,10.036029575477533,0.29150528857142854,0.07826544113307726
87,BBY,82.91234126984126,8.797806481112175,0.30839463123015876,0.06586933872881087
88,PBF,40.38464285714286,9.684667157914525,0.44528404035714286,0.0575427955250415
89,K,66.85817460317462,12.134092263578422,0.1501408436111111,0.08062405196646295
90,BMY,48.51587301587302,5.621703640751766,0.2544536832539682,0.03636743043697381
91,QCOM,170.25123015873018,17.67175675836849,0.3532649987301587,0.07402487060946362
92,ABT,110.13309523809524,5.253156738570549,0.19733121980158727,0.03177227515724816
93,UAL,58.87515873015873,20.590386850469752,0.4176429315873016,0.06790416968382323
